"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000019899.18",-2.96647525586693,7.43321423928953,442.769692414128,1.10686845618248e-06,0.00036630704688903
"ENSMUSG00000069516.9",6.25688083312557,3.47647009129895,438.837411339766,1.13543574670322e-06,0.000368221961764236
"ENSMUSG00000001946.15",-5.59749882934993,3.39265139432028,434.771434099934,1.16602793036337e-06,0.000368221961764236
"ENSMUSG00000027555.9",2.60158825947957,6.57104051898153,433.037192677977,1.17941403115395e-06,0.000368221961764236
"ENSMUSG00000045180.14",-5.65434284870062,5.66240666415039,423.824171831364,1.25410899965394e-06,0.000373971528514632
"ENSMUSG00000038508.8",3.29684354350074,5.29283856972486,422.382081200792,1.26637259983624e-06,0.000373971528514632
"ENSMUSG00000041757.18",-4.37803026810679,3.25460843913023,422.229741879686,1.26767751282207e-06,0.000373971528514632
"ENSMUSG00000050379.16",-3.10839042306706,5.11075056392813,419.857640995075,1.28823213424391e-06,0.000373971528514632
"ENSMUSG00000049556.6",4.70169065771058,4.18994933400721,411.954179643667,1.36004376132242e-06,0.000379599780127672
"ENSMUSG00000054863.10",6.14083247712736,3.85204234943457,410.679069177677,1.37213087846516e-06,0.000379599780127672
"ENSMUSG00000048120.17",-3.51381740709598,6.65023773434253,407.913363813855,1.398849196054e-06,0.000379599780127672
"ENSMUSG00000030607.8",6.10193216121293,3.3812803632156,407.858857932711,1.39938276350928e-06,0.000379599780127672
"ENSMUSG00000029061.3",5.7860880711697,4.95985189713314,404.277955521027,1.43504562108671e-06,0.000382995159550352
"ENSMUSG00000026360.10",3.75366093621929,3.68641371498982,397.714572705424,1.50365504116505e-06,0.000394936189939017
"ENSMUSG00000025504.15",13.0048939822491,3.7152525478413,824.469014559328,1.5508290188391e-06,0.000396269594631084
"ENSMUSG00000020154.11",-4.52002016595219,3.2441898145721,391.152271571016,1.57674176338723e-06,0.000396269594631084
"ENSMUSG00000027913.6",6.19430153610444,4.27785619066798,389.246230481915,1.59886395331903e-06,0.000396269594631084
"ENSMUSG00000033715.16",-2.92048401818692,7.79151884023644,388.764237351695,1.60452425456473e-06,0.000396269594631084
"ENSMUSG00000017756.10",-3.48819449279633,8.13381025127016,381.302501218086,1.69569919255153e-06,0.000401267791809933
"ENSMUSG00000060961.17",-3.01291699888485,5.89494919213893,377.591703814835,1.74364744776768e-06,0.000401267791809933
"ENSMUSG00000032289.16",-3.93898846465634,5.86215630084223,376.631298553165,1.75635382613301e-06,0.000401267791809933
"ENSMUSG00000106957.2",-5.36037583872618,4.24153884501404,375.872157350905,1.76648578339199e-06,0.000401267791809933
"ENSMUSG00000026051.9",5.9830842064884,5.78718106696983,374.809177240915,1.78080561465191e-06,0.000401267791809933
"ENSMUSG00000029375.7",-4.93145562291964,6.83558202290498,372.341349647171,1.81465859355013e-06,0.000401267791809933
"ENSMUSG00000057098.15",7.65365113191333,2.35186284999305,372.263911284967,1.81573483711455e-06,0.000401267791809933
"ENSMUSG00000028370.8",10.1316954442307,3.91417671470028,370.388297278629,1.84206679617404e-06,0.000401267791809933
"ENSMUSG00000056648.6",-4.76293210622669,3.87238071598248,369.18657925467,1.85920860425762e-06,0.000401267791809933
"ENSMUSG00000069806.6",3.84733999547513,5.26067260825976,368.626988081297,1.86726415479331e-06,0.000401267791809933
"ENSMUSG00000004151.18",6.41926006381406,2.3914692803972,361.034759398509,1.98135455563384e-06,0.000402094598619225
"ENSMUSG00000067818.7",5.80975656747449,6.61522682987006,360.708766234184,1.98646102518718e-06,0.000402094598619225
"ENSMUSG00000020000.8",-7.77380008888723,5.33218668713634,359.141909032031,2.01125362738894e-06,0.000402094598619225
"ENSMUSG00000034981.10",-3.14475971587784,5.10705609701726,358.204977201691,2.02627813810954e-06,0.000402094598619225
"ENSMUSG00000030587.6",3.15107379442933,4.52548864251981,357.414632375064,2.03906970485926e-06,0.000402094598619225
"ENSMUSG00000048826.8",-6.50141023629305,2.41849011849605,357.394422075484,2.03939822791628e-06,0.000402094598619225
"ENSMUSG00000063011.8",-5.73022021150926,5.05992851998248,356.204545105347,2.05886620598962e-06,0.000402094598619225
"ENSMUSG00000022602.15",3.85423732222785,3.55878163757428,355.801768141408,2.06551283511417e-06,0.000402094598619225
"ENSMUSG00000024713.17",6.97999878539938,4.07137262697757,346.712618266839,2.22350432783505e-06,0.00042238030697385
"ENSMUSG00000031740.9",2.94212099888608,9.25684538514288,345.258946814528,2.25026733728063e-06,0.00042238030697385
"ENSMUSG00000027832.6",8.1314711308516,4.35563780740516,344.113998041562,2.2716526755095e-06,0.00042238030697385
"ENSMUSG00000025855.14",5.48800709042784,3.88393609723882,344.104962611783,2.27182252496964e-06,0.00042238030697385
"ENSMUSG00000029810.16",-4.24634082644942,6.07228089313851,341.217423099335,2.32699060745128e-06,0.000427830150905515
"ENSMUSG00000022610.11",-2.65104796585777,4.61732336691278,339.690957421867,2.35688469591067e-06,0.000428564517178394
"ENSMUSG00000038721.9",-5.90076282375714,3.94842995496837,331.475046302548,2.52699529441196e-06,0.000450726816276998
"ENSMUSG00000049690.16",-3.80075277073398,4.38042243546318,331.18749106277,2.53324432910865e-06,0.000450726816276998
"ENSMUSG00000037411.11",4.43573818766841,8.31051209909166,327.909708754385,2.60596868456678e-06,0.000458108790613917
"ENSMUSG00000042821.8",4.20337817029097,3.49459956042287,326.848988465427,2.63010425505059e-06,0.000458108790613917
"ENSMUSG00000087691.2",-7.95662003673508,2.89625179975278,323.405820647919,2.71055501697157e-06,0.000462488592252601
"ENSMUSG00000039419.18",-6.21532115116637,3.27269242352092,323.380884553333,2.71114966147956e-06,0.000462488592252601
"ENSMUSG00000041571.11",2.75851190499655,6.59824758076944,319.813115279475,2.79807180636769e-06,0.000472024849057986
"ENSMUSG00000020098.8",9.30561896058917,3.08936993605203,318.773503779974,2.82410467497073e-06,0.000472024849057986
"ENSMUSG00000064373.14",-2.77799771357544,8.88076043242254,315.013968102765,2.92101533788623e-06,0.000483340407960035
"ENSMUSG00000038178.17",2.71892159119363,4.44933327901663,312.335362165665,2.99281094677866e-06,0.000490317254815312
"ENSMUSG00000002985.17",3.94755528745702,3.48340840133613,308.882118404725,3.08891907668736e-06,0.000501101411391626
"ENSMUSG00000039323.19",4.66719963159023,10.5947072695048,294.184032139463,3.54792736099707e-06,0.000564808618311135
"ENSMUSG00000032011.6",4.56271970035209,5.92050266043317,292.921435792944,3.59153773181681e-06,0.000564808618311135
"ENSMUSG00000035722.16",-2.08377620531635,6.01528542495123,290.946344214485,3.6612170622581e-06,0.000564808618311135
"ENSMUSG00000031387.15",-3.70331441081899,3.4670237141124,290.617610983844,3.67299068078426e-06,0.000564808618311135
"ENSMUSG00000039114.17",2.46079075606701,5.7685450111524,290.614653963565,3.67309681793835e-06,0.000564808618311135
"ENSMUSG00000028073.16",2.67042458734467,4.67839638900681,290.24414309768,3.68642840258673e-06,0.000564808618311135
"ENSMUSG00000038193.5",5.33557228176975,4.99446445996484,288.285103642796,3.7580114932879e-06,0.000570493726416833
"ENSMUSG00000036553.17",-2.88700019317351,4.97462153292096,285.260864481107,3.87223779420355e-06,0.00057090628560828
"ENSMUSG00000025105.11",-3.48183323158086,6.06874879737512,282.429191916703,3.983467930089e-06,0.00057090628560828
"ENSMUSG00000078234.7",3.88504716072905,2.93736524816556,282.40869960826,3.98428846318833e-06,0.00057090628560828
"ENSMUSG00000054889.11",-5.77708707520141,7.10480427500391,282.137779065614,3.99515781985669e-06,0.00057090628560828
"ENSMUSG00000026748.14",4.62331000219124,6.15225278025897,280.072611002599,4.07933914367307e-06,0.00057090628560828
"ENSMUSG00000030064.17",-2.47902829394303,4.77605012798778,279.208629206429,4.11526587046573e-06,0.00057090628560828
"ENSMUSG00000036377.20",5.26256233957651,3.9390078037175,277.156613285127,4.20231844795173e-06,0.00057090628560828
"ENSMUSG00000024663.21",-3.92968759704855,2.81167770345789,276.840121121656,4.21596502531206e-06,0.00057090628560828
"ENSMUSG00000063450.15",-2.28746077936927,8.73662806991812,275.310189044283,4.28278107018136e-06,0.00057090628560828
"ENSMUSG00000033327.19",-5.02746008644731,7.73144838010516,274.733555959199,4.30833396007086e-06,0.00057090628560828
"ENSMUSG00000028194.16",2.36973599517262,7.22550830388622,274.350783910743,4.32540954176555e-06,0.00057090628560828
"ENSMUSG00000053897.16",-3.36573087074013,5.6651803376877,274.321750354748,4.32670845248277e-06,0.00057090628560828
"ENSMUSG00000053199.14",7.04285494369329,3.84857763211776,272.968373366606,4.38784348398955e-06,0.00057090628560828
"ENSMUSG00000034235.18",-2.8312328502988,6.34103224281099,272.182228286434,4.42389013657657e-06,0.00057090628560828
"ENSMUSG00000033295.15",2.43372242957217,7.11552758055398,271.746663874848,4.44403356741354e-06,0.00057090628560828
"ENSMUSG00000028597.12",3.43408368290826,3.64032375953318,271.70369127558,4.44602759636143e-06,0.00057090628560828
"ENSMUSG00000034591.6",2.38995334979979,5.60036250124078,271.218634846521,4.46861910325001e-06,0.00057090628560828
"ENSMUSG00000073411.13",2.018796553945,7.15225499792602,270.826540814899,4.4869939661809e-06,0.00057090628560828
"ENSMUSG00000020263.15",-2.83265962304138,6.97160050262696,270.451961680869,4.50464314428583e-06,0.00057090628560828
"ENSMUSG00000028518.9",2.41309587511748,4.43422703722242,269.904378012156,4.53061240270425e-06,0.00057090628560828
"ENSMUSG00000062380.5",3.19777592485501,4.9847087802807,269.270814358563,4.56091139681838e-06,0.00057090628560828
"ENSMUSG00000020950.11",-3.54185691187193,3.67718489693718,268.96101135457,4.57582648323793e-06,0.00057090628560828
"ENSMUSG00000063727.4",4.27825941868918,7.57296514644006,268.622528944969,4.59219746005291e-06,0.00057090628560828
"ENSMUSG00000039457.5",-2.36205102319043,7.87118937769315,267.380606029249,4.65294392965257e-06,0.00057090628560828
"ENSMUSG00000042751.15",-2.5604896214718,4.92410469358714,266.79021553753,4.68220143885207e-06,0.00057090628560828
"ENSMUSG00000038521.18",-2.54193183539588,6.50728298009139,266.139439431171,4.71473910157877e-06,0.00057090628560828
"ENSMUSG00000023905.16",2.18984251331339,6.91924650296161,265.199356392936,4.76228126909737e-06,0.00057090628560828
"ENSMUSG00000020376.18",3.49847072260815,3.10644112093398,264.949966762958,4.77500171273327e-06,0.00057090628560828
"ENSMUSG00000061232.17",1.93702260425816,6.23193445176841,263.870094837484,4.8306129546747e-06,0.00057090628560828
"ENSMUSG00000021281.16",4.04840149798937,5.26546167922036,263.83271107501,4.83255372141002e-06,0.00057090628560828
"ENSMUSG00000024548.12",2.50377000194817,5.37796884867866,263.085852746993,4.87154757988373e-06,0.00057090628560828
"ENSMUSG00000001349.6",9.33641696409373,5.29296789839822,263.062764767954,4.87275975345142e-06,0.00057090628560828
"ENSMUSG00000028179.13",4.96304137753091,2.32535328232956,262.559216768771,4.89929851673269e-06,0.00057090628560828
"ENSMUSG00000031661.13",4.58076992123277,2.57227593172803,259.948094619456,5.04008089228871e-06,0.000583204325347561
"ENSMUSG00000030774.14",2.07473428364051,5.512349619681,259.010296476746,5.09197222321958e-06,0.000585117113733433
"ENSMUSG00000032625.15",2.02892230101562,7.06716573649599,257.035983134874,5.20359170853495e-06,0.000593819531042261
"ENSMUSG00000036661.15",-3.46498348955441,4.83030262859849,256.303761449003,5.24582563757555e-06,0.000594538882362758
"ENSMUSG00000024180.15",3.32832226026874,3.79453961538371,255.590469881242,5.28741258873395e-06,0.000595175619767216
"ENSMUSG00000023972.11",2.06657392040915,5.44829856378477,254.80346559187,5.33381383223321e-06,0.000596342010013263
"ENSMUSG00000022562.16",2.70888734606639,4.93962143267846,251.302627096671,5.54699943660138e-06,0.000614863143674544
"ENSMUSG00000032554.16",2.26873132204805,4.99944227373596,250.865619036544,5.57441190391685e-06,0.000614863143674544
"ENSMUSG00000043252.9",-1.99449454545081,7.58906760105462,249.48939507709,5.66193979224921e-06,0.000614863143674544
"ENSMUSG00000001741.13",1.96762763461448,6.46756015112339,249.201253794255,5.68049944808813e-06,0.000614863143674544
"ENSMUSG00000079685.11",-3.18807353042135,4.70542400706661,249.127490087994,5.68526385339973e-06,0.000614863143674544
"ENSMUSG00000041936.19",1.94907189634819,7.61379064129739,248.069194307214,5.75421544521401e-06,0.000614956258350165
"ENSMUSG00000031133.13",3.16785862765927,3.71025123966639,247.974296377942,5.7604532570421e-06,0.000614956258350165
"ENSMUSG00000043099.6",3.14173037903366,3.94520636883894,246.778260133426,5.83985707200976e-06,0.00061650480432807
"ENSMUSG00000032036.16",4.06021251314883,3.58937599978504,246.406350690693,5.86484795527495e-06,0.00061650480432807
"ENSMUSG00000052572.20",7.74820866932252,2.44584377242734,246.082420141926,5.88673228282075e-06,0.00061650480432807
"ENSMUSG00000056947.6",6.37542342273301,2.03804125455597,243.734878377733,6.04866220159148e-06,0.000625649441637664
"ENSMUSG00000028600.16",4.84736926453123,4.99635329925092,243.720515493707,6.04967127950845e-06,0.000625649441637664
"ENSMUSG00000034353.15",-11.8159043524712,2.55197009241921,462.433812742448,6.11682898525246e-06,0.000628665647322811
"ENSMUSG00000056427.11",2.6838660617388,8.37980360484168,239.00843208408,6.39334375502296e-06,0.000650311148928762
"ENSMUSG00000094497.2",-6.24955925303929,1.78152204519974,238.840935529884,6.40603839217914e-06,0.000650311148928762
"ENSMUSG00000037990.19",2.37681141277206,5.39179129985896,237.6244973685,6.49925872277684e-06,0.000655672027900372
"ENSMUSG00000039835.17",-2.0066494481212,6.1666449042401,236.843281271558,6.56009130301186e-06,0.000655672027900372
"ENSMUSG00000020312.13",4.00561370818029,4.88633859875948,236.618694588849,6.57772143781119e-06,0.000655672027900372
"ENSMUSG00000028464.17",2.61411975586755,7.80620843264603,235.458267106829,6.66983900134914e-06,0.000657842961699358
"ENSMUSG00000042747.13",1.97664262845092,5.46491023402872,235.125168017801,6.69660176292679e-06,0.000657842961699358
"ENSMUSG00000000093.7",3.82318657980384,2.75160262036557,234.50374395564,6.74691762045443e-06,0.000657842961699358
"ENSMUSG00000020134.14",-1.96788811885901,5.17299705722442,234.305656764259,6.76306340777119e-06,0.000657842961699358
"ENSMUSG00000042115.5",3.30721994471703,4.4446503763849,233.494158614047,6.82975312124937e-06,0.000657842961699358
"ENSMUSG00000024420.10",8.96008991317473,4.20698797217062,233.323041231678,6.84392862223071e-06,0.000657842961699358
"ENSMUSG00000020032.15",2.60662223220548,6.87347236175163,232.916183013723,6.87779249253575e-06,0.000657842961699358
"ENSMUSG00000021559.15",2.11186636744208,6.44479303312328,231.933586879479,6.96051200139024e-06,0.000660255724205206
"ENSMUSG00000023963.11",-2.10789675665605,5.20557413427866,231.671265280489,6.98282176442322e-06,0.000660255724205206
"ENSMUSG00000028538.13",2.07627349748108,4.62813760491508,230.167350551107,7.11260175757912e-06,0.000668705802742396
"ENSMUSG00000029359.14",-3.38794907827106,2.85187320190642,229.122127062652,7.20471782377445e-06,0.000669217583776627
"ENSMUSG00000042734.7",1.96027670800039,5.47013653103932,228.777399390584,7.23545088172361e-06,0.000669217583776627
"ENSMUSG00000071042.13",-1.90815340324644,6.23229171196795,228.659367388859,7.24601418779071e-06,0.000669217583776627
"ENSMUSG00000022947.9",2.2877957876151,4.2155344650871,228.07998887888,7.29816800845934e-06,0.000669217583776627
"ENSMUSG00000059895.14",2.27078353854127,6.78407927221651,227.390702901102,7.36087570772211e-06,0.000669217583776627
"ENSMUSG00000030407.3",2.29966061130691,4.0853749813519,227.258636942166,7.37297310976533e-06,0.000669217583776627
"ENSMUSG00000041559.8",6.37842124728938,7.44661054688947,226.952168179836,7.40114932199932e-06,0.000669217583776627
"ENSMUSG00000027656.8",5.58492775579038,9.21905421449283,225.497057490354,7.53692639768396e-06,0.000677790875556937
"ENSMUSG00000115009.2",-4.52150673085533,1.86186317952313,223.357837455671,7.74269532769399e-06,0.000692209157441365
"ENSMUSG00000046329.15",-3.04058369683385,4.93817104267249,222.968853987814,7.78092121134308e-06,0.000692209157441365
"ENSMUSG00000038486.10",-4.73401687534956,2.24896994370947,221.760254342893,7.9013251069794e-06,0.000696008670523202
"ENSMUSG00000020057.3",2.01207702635067,4.89974090708834,221.58354980111,7.9191386004072e-06,0.000696008670523202
"ENSMUSG00000034765.7",3.30036284494074,4.04259147941996,221.28046998685,7.94981801709586e-06,0.000696008670523202
"ENSMUSG00000041135.16",2.27881605085976,5.9256793215733,219.659963973984,8.11659907084577e-06,0.000706130375326003
"ENSMUSG00000080316.12",-1.82975503780588,5.44468105927326,218.637219156068,8.22429053629008e-06,0.000706130375326003
"ENSMUSG00000060988.13",5.60219621943982,2.25333742756752,218.558496306922,8.23265931899904e-06,0.000706130375326003
"ENSMUSG00000027500.11",11.404587267231,2.11544565430691,406.022508516421,8.32240658800338e-06,0.000706130375326003
"ENSMUSG00000044783.17",-1.98126951143432,7.66639369249622,217.712623040219,8.32330916397654e-06,0.000706130375326003
"ENSMUSG00000035357.18",1.89991204119451,6.86184469070848,217.406870896988,8.35640632707579e-06,0.000706130375326003
"ENSMUSG00000023915.6",-4.44768414493359,5.27548509440893,217.239015719423,8.37465172918004e-06,0.000706130375326003
"ENSMUSG00000102758.4",5.84391383976344,3.0699742880544,216.944249424421,8.40682201844579e-06,0.000706130375326003
"ENSMUSG00000033910.14",-5.66039356454183,2.80941190897386,215.671871311713,8.54761244876439e-06,0.000714330016109618
"ENSMUSG00000031886.15",2.87785858494991,4.73065122711789,214.728351290965,8.65407067622329e-06,0.000717132567897462
"ENSMUSG00000040659.4",1.86218506827696,5.73092187255164,214.324567888465,8.70017545902587e-06,0.000717132567897462
"ENSMUSG00000030222.14",-2.7029530605975,3.36504600470347,213.149283404275,8.83626797026661e-06,0.000717132567897462
"ENSMUSG00000046743.7",2.71453822618374,7.38633986891448,212.986400317632,8.85535469124884e-06,0.000717132567897462
"ENSMUSG00000041084.9",1.83056068531329,6.03307942250511,212.894619557843,8.86613405863321e-06,0.000717132567897462
"ENSMUSG00000097910.4",3.60052300960868,2.93692221994215,212.848025728237,8.8716131206071e-06,0.000717132567897462
"ENSMUSG00000076441.10",2.79924228239801,5.86702248274716,212.738406541446,8.88452144914363e-06,0.000717132567897462
"ENSMUSG00000051811.15",4.32529308063478,2.97013449583117,212.169459038994,8.95192625679821e-06,0.00071806489807664
"ENSMUSG00000022469.18",1.87103897339603,5.29503175886735,211.415057990344,9.04236811404991e-06,0.00071806489807664
"ENSMUSG00000079429.11",-2.33325359394581,3.78302443675579,211.273525880276,9.05947265780493e-06,0.00071806489807664
"ENSMUSG00000024892.18",2.90047213213499,5.6952571677953,210.617732855872,9.13929808997773e-06,0.00071806489807664
"ENSMUSG00000020256.15",5.03383779913732,4.64757133437778,210.558740386011,9.14652521048619e-06,0.00071806489807664
"ENSMUSG00000026833.19",4.48988923823736,3.78960488181073,210.337497691588,9.17369811011322e-06,0.00071806489807664
"ENSMUSG00000036098.16",-1.81064893512627,8.14473807987256,210.125477645898,9.19984035730027e-06,0.00071806489807664
"ENSMUSG00000032246.15",-4.17284843113053,2.47520747646111,207.58431899517,9.52111934542274e-06,0.000738482040296567
"ENSMUSG00000043903.5",2.96412360281007,5.37843989048843,207.275714751472,9.56115940946859e-06,0.000738482040296567
"ENSMUSG00000038128.8",6.14283633072195,2.8629231560752,206.977122926639,9.60011646364946e-06,0.000738482040296567
"ENSMUSG00000046314.17",-3.01851777683848,3.91415431606316,206.673555656995,9.63994202599012e-06,0.000738482040296567
"ENSMUSG00000030761.17",-2.00308749656011,5.42131161873843,206.071610202317,9.71957259276146e-06,0.00074028611172925
"ENSMUSG00000019960.9",2.03704901414481,4.46999333633955,205.8211342158,9.75296865637134e-06,0.00074028611172925
"ENSMUSG00000028111.5",4.78366020888325,4.29782482783811,205.254950747002,9.82902941406322e-06,0.000742652738422393
"ENSMUSG00000034762.10",4.58373734140477,1.9040256087443,204.418257826632,9.94289921786452e-06,0.000745784245112619
"ENSMUSG00000046711.17",2.05241374304605,5.65258861828193,204.289235541286,9.96061631533745e-06,0.000745784245112619
"ENSMUSG00000059430.15",6.31115116828927,4.43026322719725,202.64551029901,1.01900957872929e-05,0.000759529346812325
"ENSMUSG00000075122.6",2.63264199127922,5.81656576836072,202.200226579088,1.02534849037007e-05,0.000760826971755768
"ENSMUSG00000000530.17",2.5637182914353,3.46775433461185,200.714213748662,1.04689105434806e-05,0.000773344030191844
"ENSMUSG00000033016.17",2.59159079657821,5.19853422769868,200.092298105135,1.05608782366474e-05,0.000773690716156161
"ENSMUSG00000056498.14",2.08646368627765,4.26263406246041,200.050366893357,1.056711801845e-05,0.000773690716156161
"ENSMUSG00000050550.8",-5.30316090949557,1.26889658061571,197.624584327603,1.09367117376944e-05,0.000797223652527002
"ENSMUSG00000029657.16",1.78730505355072,6.64199000415263,196.808342245191,1.10649840084285e-05,0.000801638661697372
"ENSMUSG00000073805.6",4.62012333869931,1.81274630236282,196.62439028774,1.10941713621018e-05,0.000801638661697372
"ENSMUSG00000039518.8",4.08545055138271,6.68481733106,195.839898504276,1.12198156114389e-05,0.00080719256053252
"ENSMUSG00000028893.9",2.67192573952473,6.52019494782527,194.877786425975,1.13765368138071e-05,0.000814924479039244
"ENSMUSG00000046807.11",2.79952106740352,5.3051438426858,194.224428242426,1.14846481993284e-05,0.00081912273169951
"ENSMUSG00000028108.17",3.12324266961294,10.0286925036768,193.546816459828,1.15982389373882e-05,0.000823347204206867
"ENSMUSG00000068396.10",2.38589382487235,6.31248138571679,193.279924195845,1.16433943182696e-05,0.000823347204206867
"ENSMUSG00000039982.9",-3.44686510260568,4.86158137874136,192.248555897876,1.1820132482466e-05,0.000831890828015371
"ENSMUSG00000027995.11",3.76837137577939,3.65153114027967,191.991389333776,1.18647631239275e-05,0.000831890828015371
"ENSMUSG00000085396.9",-1.63524892821465,6.38780629804178,191.395530087894,1.19690484105309e-05,0.000835661789236519
"ENSMUSG00000053965.11",2.22103014494799,7.44402210396939,190.385615384437,1.21486366493801e-05,0.000844636515282741
"ENSMUSG00000038463.9",-1.77122757896108,7.94695860466962,189.286099378397,1.23483073047704e-05,0.000854395395961842
